EventType;Timestamp;KeyCode;KeySymbol;DummyMouseX;DummyMouseY;SessionTag
KeyDown;1789235614234;65;A;395;283;SESS_5
KeyUp;1789235614332;65;A;536;523;SESS_5
KeyDown;1789235614369;78;N;475;501;SESS_5
KeyUp;1789235614456;78;N;538;508;SESS_5
KeyDown;1789235614545;73;I;519;325;SESS_5
KeyUp;1789235614650;73;I;317;449;SESS_5
KeyDown;1789235614701;65;A;438;205;SESS_5
KeyUp;1789235614822;65;A;596;458;SESS_5
KeyDown;1789235614900;32;Space;414;407;SESS_5
KeyUp;1789235615018;32;Space;343;368;SESS_5
KeyDown;1789235615136;20;CapsLock;350;250;SESS_5
KeyUp;1789235615212;20;CapsLock;351;251;SESS_5
KeyDown;1789235615278;68;D;360;260;SESS_5
KeyUp;1789235615360;68;D;361;261;SESS_5
KeyDown;1789235615491;20;CapsLock;350;250;SESS_5
KeyUp;1789235615570;20;CapsLock;351;251;SESS_5
KeyDown;1789235615713;89;Y;455;523;SESS_5
KeyUp;1789235615793;89;Y;537;481;SESS_5
KeyDown;1789235615832;78;N;561;203;SESS_5
KeyUp;1789235615945;78;N;576;337;SESS_5
KeyDown;1789235616062;65;A;411;308;SESS_5
KeyUp;1789235616171;65;A;444;348;SESS_5
KeyDown;1789235616246;77;M;427;317;SESS_5
KeyUp;1789235616339;77;M;399;211;SESS_5
KeyDown;1789235616412;73;I;560;212;SESS_5
KeyUp;1789235616484;73;I;311;510;SESS_5
KeyDown;1789235616617;75;K;526;366;SESS_5
KeyUp;1789235616685;75;K;551;471;SESS_5
KeyDown;1789235616724;73;I;475;491;SESS_5
KeyUp;1789235616860;73;I;473;320;SESS_5
KeyDown;1789235616865;32;Space;300;441;SESS_5
KeyUp;1789235616926;32;Space;456;309;SESS_5
KeyDown;1789235617056;20;CapsLock;350;250;SESS_5
KeyUp;1789235617140;20;CapsLock;351;251;SESS_5
KeyDown;1789235617224;80;P;360;260;SESS_5
KeyUp;1789235617361;80;P;361;261;SESS_5
KeyDown;1789235617454;20;CapsLock;350;250;SESS_5
KeyUp;1789235617561;20;CapsLock;351;251;SESS_5
KeyDown;1789235617776;73;I;417;375;SESS_5
KeyUp;1789235617908;73;I;406;282;SESS_5
KeyDown;1789235617998;83;S;537;250;SESS_5
KeyUp;1789235618058;83;S;494;225;SESS_5
KeyDown;1789235618212;65;A;360;351;SESS_5
KeyUp;1789235618291;65;A;473;268;SESS_5
KeyDown;1789235618442;78;N;462;454;SESS_5
KeyUp;1789235618509;78;N;479;232;SESS_5
KeyDown;1789235618585;73;I;309;412;SESS_5
KeyUp;1789235618694;73;I;380;513;SESS_5
KeyDown;1789235618786;65;A;457;436;SESS_5
KeyUp;1789235618866;65;A;452;511;SESS_5
KeyDown;1789235619005;32;Space;425;535;SESS_5
KeyUp;1789235619072;32;Space;363;365;SESS_5
KeyDown;1789235619150;16;Shift;439;385;SESS_5
KeyDown;1789235619232;78;N;583;309;SESS_5
KeyUp;1789235619343;78;N;440;530;SESS_5
KeyUp;1789235619371;16;Shift;467;335;SESS_5
KeyDown;1789235619553;65;A;357;271;SESS_5
KeyDown;1789235619635;32;Space;492;225;SESS_5
KeyUp;1789235619674;65;A;455;436;SESS_5
KeyDown;1789235619723;20;CapsLock;350;250;SESS_5
KeyUp;1789235619745;32;Space;379;245;SESS_5
KeyUp;1789235619812;20;CapsLock;351;251;SESS_5
KeyDown;1789235619966;75;K;360;260;SESS_5
KeyUp;1789235620050;75;K;361;261;SESS_5
KeyDown;1789235620182;20;CapsLock;350;250;SESS_5
KeyUp;1789235620259;20;CapsLock;351;251;SESS_5
KeyDown;1789235620438;76;L;428;222;SESS_5
KeyDown;1789235620524;65;A;563;229;SESS_5
KeyUp;1789235620559;76;L;423;247;SESS_5
KeyUp;1789235620596;65;A;460;232;SESS_5
KeyDown;1789235620684;87;W;562;422;SESS_5
KeyUp;1789235620782;87;W;427;319;SESS_5
KeyDown;1789235620821;73;I;411;298;SESS_5
KeyUp;1789235620923;73;I;307;225;SESS_5
KeyDown;1789235621059;65;A;588;204;SESS_5
KeyUp;1789235621140;65;A;438;526;SESS_5
KeyDown;1789235621268;84;T;574;357;SESS_5
KeyUp;1789235621381;84;T;368;499;SESS_5
KeyDown;1789235621434;85;U;589;282;SESS_5
KeyUp;1789235621533;85;U;420;328;SESS_5
KeyDown;1789235621575;82;R;440;307;SESS_5
KeyUp;1789235621661;82;R;349;355;SESS_5
KeyDown;1789235621738;90;Z;552;322;SESS_5
KeyUp;1789235621804;90;Z;524;463;SESS_5
KeyDown;1789235621915;69;E;407;370;SESS_5
KeyUp;1789235621991;69;E;343;295;SESS_5
KeyDown;1789235622122;32;Space;327;526;SESS_5
KeyDown;1789235622251;20;CapsLock;350;250;SESS_5
KeyUp;1789235622259;32;Space;361;205;SESS_5
KeyUp;1789235622331;20;CapsLock;351;251;SESS_5
KeyDown;1789235622392;75;K;360;260;SESS_5
KeyUp;1789235622475;75;K;361;261;SESS_5
KeyDown;1789235622600;20;CapsLock;350;250;SESS_5
KeyUp;1789235622702;20;CapsLock;351;251;SESS_5
KeyDown;1789235622846;20;CapsLock;350;250;SESS_5
KeyUp;1789235622905;20;CapsLock;351;251;SESS_5
KeyDown;1789235623028;68;D;360;260;SESS_5
KeyUp;1789235623162;68;D;361;261;SESS_5
KeyDown;1789235623269;20;CapsLock;350;250;SESS_5
KeyUp;1789235623321;20;CapsLock;351;251;SESS_5
KeyDown;1789235623543;20;CapsLock;350;250;SESS_5
KeyUp;1789235623604;20;CapsLock;351;251;SESS_5
KeyDown;1789235623671;65;A;360;260;SESS_5
KeyUp;1789235623755;65;A;361;261;SESS_5
KeyDown;1789235623908;20;CapsLock;350;250;SESS_5
KeyUp;1789235623989;20;CapsLock;351;251;SESS_5
KeyDown;1789235624187;32;Space;378;200;SESS_5
KeyUp;1789235624281;32;Space;463;403;SESS_5
KeyDown;1789235624358;50;2;565;345;SESS_5
KeyUp;1789235624454;50;2;382;375;SESS_5
KeyDown;1789235624490;48;0;372;506;SESS_5
KeyUp;1789235624613;48;0;405;250;SESS_5
KeyDown;1789235624620;50;2;392;458;SESS_5
KeyUp;1789235624687;50;2;553;250;SESS_5
KeyDown;1789235624858;54;6;306;403;SESS_5
KeyUp;1789235624969;54;6;492;241;SESS_5
