EventType;Timestamp;KeyCode;KeySymbol;DummyMouseX;DummyMouseY;SessionTag
KeyUp;1789235423039;65;A;389;343;SESS_5
KeyDown;1789235423101;32;Space;502;204;SESS_5
KeyDown;1789235423193;16;Shift;497;419;SESS_5
KeyUp;1789235423227;32;Space;523;292;SESS_5
KeyDown;1789235423246;75;K;495;394;SESS_5
KeyUp;1789235423315;75;K;436;412;SESS_5
KeyUp;1789235423342;16;Shift;439;339;SESS_5
KeyDown;1789235423522;76;L;336;214;SESS_5
KeyUp;1789235423614;76;L;310;250;SESS_5
KeyDown;1789235423624;65;A;592;449;SESS_5
KeyUp;1789235423739;65;A;379;214;SESS_5
KeyDown;1789235423795;87;W;525;419;SESS_5
KeyDown;1789235423916;73;I;324;248;SESS_5
KeyUp;1789235423917;87;W;596;276;SESS_5
KeyUp;1789235424045;73;I;449;459;SESS_5
KeyDown;1789235424089;65;A;540;216;SESS_5
KeyUp;1789235424165;65;A;529;293;SESS_5
KeyDown;1789235424228;84;T;366;291;SESS_5
KeyUp;1789235424305;84;T;555;319;SESS_5
KeyDown;1789235424345;85;U;361;258;SESS_5
KeyUp;1789235424438;85;U;553;303;SESS_5
KeyDown;1789235424482;82;R;425;426;SESS_5
KeyUp;1789235424553;82;R;300;287;SESS_5
KeyDown;1789235424594;90;Z;303;487;SESS_5
KeyDown;1789235424675;69;E;577;289;SESS_5
KeyUp;1789235424711;90;Z;330;363;SESS_5
KeyUp;1789235424783;69;E;559;445;SESS_5
KeyDown;1789235424811;32;Space;481;357;SESS_5
KeyUp;1789235424895;32;Space;471;307;SESS_5
KeyDown;1789235425020;16;Shift;437;489;SESS_5
KeyDown;1789235425050;75;K;458;438;SESS_5
KeyUp;1789235425156;75;K;517;397;SESS_5
KeyUp;1789235425190;16;Shift;481;473;SESS_5
KeyDown;1789235425315;16;Shift;563;359;SESS_5
KeyDown;1789235425365;68;D;479;383;SESS_5
KeyUp;1789235425430;68;D;434;347;SESS_5
KeyUp;1789235425452;16;Shift;455;373;SESS_5
KeyDown;1789235425578;16;Shift;565;421;SESS_5
KeyDown;1789235425631;65;A;501;424;SESS_5
KeyUp;1789235425722;65;A;401;420;SESS_5
KeyUp;1789235425781;16;Shift;458;484;SESS_5
KeyDown;1789235425911;32;Space;558;300;SESS_5
KeyUp;1789235425994;32;Space;537;426;SESS_5
KeyDown;1789235426044;50;2;350;279;SESS_5
KeyUp;1789235426127;50;2;510;393;SESS_5
KeyDown;1789235426168;48;0;464;411;SESS_5
KeyUp;1789235426232;48;0;340;256;SESS_5
KeyDown;1789235426286;50;2;349;315;SESS_5
KeyUp;1789235426365;50;2;463;353;SESS_5
KeyDown;1789235426443;54;6;349;434;SESS_5
KeyUp;1789235426534;54;6;528;320;SESS_5
